product_name,price_per_unit,date,vendor_id
Corporate Smartphone,908.83,2024-08-15,V003236
Rack Server,10021.03,2024-06-10,V003236
Rack Server,6168.37,2026-03-24,V003236
Rack Server,7928.19,2024-05-10,V003236
Cloud Compute Credit,138.04,2024-07-13,V003236
Cloud Compute Credit,236.33,2024-09-01,V003236
Cloud Compute Credit,496.45,2026-01-02,V003236
Cloud Compute Credit,369.3,2025-07-24,V003236
Enterprise Laptop,979.75,2026-03-22,V003237
Enterprise Laptop,1133.18,2025-01-22,V003237
Enterprise Laptop,1250.02,2025-07-19,V003237
Corporate Smartphone,1045.47,2024-09-22,V003237
Corporate Smartphone,1068.78,2024-05-30,V003237
Corporate Smartphone,691.32,2024-05-08,V003237
Rack Server,9329.01,2024-05-05,V003237
Rack Server,7882.86,2024-09-29,V003237
Rack Server,8864.73,2025-05-16,V003237
Cloud Compute Credit,407.81,2025-07-28,V003237
Cloud Compute Credit,169.85,2025-07-04,V003237
Enterprise Laptop,1094.61,2024-10-17,V003238
Enterprise Laptop,1204.84,2024-05-27,V003238
Enterprise Laptop,1556.22,2024-05-05,V003238
Enterprise Laptop,1068.7,2025-09-20,V003238
Corporate Smartphone,651.4,2025-03-04,V003238
Corporate Smartphone,945.11,2025-04-10,V003238
Rack Server,8310.88,2026-02-06,V003238
Rack Server,8768.16,2024-10-26,V003238
Cloud Compute Credit,450.05,2025-01-12,V003238
Cloud Compute Credit,131.65,2026-03-20,V003238
Cloud Compute Credit,149.17,2025-04-20,V003238
Enterprise Laptop,1065.48,2025-12-22,V003239
Enterprise Laptop,1278.67,2025-08-26,V003239
Corporate Smartphone,1071.34,2025-03-07,V003239
Corporate Smartphone,997.37,2024-08-04,V003239
Rack Server,11262.58,2024-12-30,V003239
Rack Server,9676.44,2025-10-20,V003239
Rack Server,9326.99,2025-01-31,V003239
Rack Server,8873.54,2026-03-05,V003239
Cloud Compute Credit,261.41,2024-07-29,V003239
Cloud Compute Credit,213.6,2025-06-01,V003239
Enterprise Laptop,1220.09,2025-07-15,V003240
Enterprise Laptop,935.84,2025-10-16,V003240
Enterprise Laptop,1043.1,2024-06-19,V003240
Enterprise Laptop,1288.43,2025-01-27,V003240
Corporate Smartphone,902.92,2025-08-26,V003240
Corporate Smartphone,761.55,2025-08-14,V003240
Corporate Smartphone,950.78,2024-11-09,V003240
Corporate Smartphone,624.51,2025-02-13,V003240
Rack Server,9222.53,2025-03-07,V003240
Rack Server,7049.87,2025-11-08,V003240
Rack Server,8965.03,2025-02-11,V003240
Rack Server,6909.7,2025-08-15,V003240
Cloud Compute Credit,335.45,2026-01-31,V003240
Cloud Compute Credit,397.36,2025-04-29,V003240
Cloud Compute Credit,388.93,2024-08-25,V003240
Enterprise Laptop,1493.94,2024-07-13,V003241
Enterprise Laptop,972.35,2025-05-17,V003241
Enterprise Laptop,1213.28,2024-05-29,V003241
Enterprise Laptop,1023.23,2026-04-06,V003241
Corporate Smartphone,826.11,2025-01-29,V003241
Corporate Smartphone,607.6,2025-01-19,V003241
Corporate Smartphone,960.55,2024-08-28,V003241
Rack Server,7032.12,2026-02-09,V003241
Rack Server,8515.99,2026-01-23,V003241
Rack Server,8964.38,2025-11-04,V003241
Cloud Compute Credit,428.95,2025-03-12,V003241
Cloud Compute Credit,313.25,2024-05-23,V003241
Cloud Compute Credit,448.01,2025-12-27,V003241
Enterprise Laptop,1420.8,2025-01-18,V003242
Enterprise Laptop,1275.84,2026-03-27,V003242
Enterprise Laptop,985.15,2026-04-05,V003242
Enterprise Laptop,1142.44,2025-08-11,V003242
Corporate Smartphone,862.13,2024-11-03,V003242
Corporate Smartphone,1087.12,2025-04-17,V003242
Corporate Smartphone,1075.94,2025-01-31,V003242
Corporate Smartphone,1186.05,2025-02-07,V003242
Rack Server,6306.14,2026-03-26,V003242
Rack Server,8697.08,2026-04-25,V003242
Rack Server,8109.17,2025-08-11,V003242
Rack Server,10479.35,2025-05-10,V003242
Cloud Compute Credit,183.22,2024-11-06,V003242
Cloud Compute Credit,320.16,2025-09-13,V003242
Enterprise Laptop,1201.36,2026-04-14,V003243
Enterprise Laptop,1297.82,2024-06-30,V003243
Enterprise Laptop,1370.87,2024-12-22,V003243
Enterprise Laptop,1548.05,2024-12-15,V003243
Corporate Smartphone,1221.45,2025-03-04,V003243
Corporate Smartphone,966.88,2024-06-25,V003243
Corporate Smartphone,992.16,2024-12-04,V003243
Corporate Smartphone,780.46,2024-10-26,V003243
Rack Server,8714.15,2024-12-11,V003243
Rack Server,7639.63,2025-03-27,V003243
Rack Server,9942.42,2024-11-03,V003243
Rack Server,8145.15,2026-04-24,V003243
Cloud Compute Credit,281.94,2024-07-22,V003243
Cloud Compute Credit,314.77,2025-08-19,V003243
Cloud Compute Credit,516.08,2025-03-27,V003243
Cloud Compute Credit,417.91,2025-03-02,V003243
Enterprise Laptop,1147.93,2024-10-16,V003244
Enterprise Laptop,1115.74,2026-03-29,V003244
Corporate Smartphone,821.32,2024-11-02,V003244
Corporate Smartphone,718.21,2025-03-18,V003244
Rack Server,6370.65,2025-07-27,V003244
Rack Server,9014.24,2024-05-27,V003244
Cloud Compute Credit,163.48,2025-04-21,V003244
Cloud Compute Credit,237.98,2025-08-06,V003244
Cloud Compute Credit,273.65,2026-03-30,V003244
Cloud Compute Credit,402.16,2025-09-14,V003244
Enterprise Laptop,1076.28,2026-04-28,V003245
Enterprise Laptop,1290.24,2025-05-13,V003245
Corporate Smartphone,599.73,2025-08-10,V003245
Corporate Smartphone,1103.28,2026-03-09,V003245
Corporate Smartphone,913.61,2024-11-13,V003245
Rack Server,8511.44,2026-01-18,V003245
Rack Server,10899.72,2024-06-27,V003245
Cloud Compute Credit,416.02,2025-07-06,V003245
Cloud Compute Credit,126.17,2025-12-30,V003245
Cloud Compute Credit,170.46,2025-01-29,V003245
Enterprise Laptop,1369.48,2025-06-14,V003246
Enterprise Laptop,1107.59,2025-09-02,V003246
Corporate Smartphone,684.61,2025-03-26,V003246
Corporate Smartphone,735.43,2025-02-18,V003246
Corporate Smartphone,1046.18,2025-08-10,V003246
Rack Server,9053.52,2025-07-02,V003246
Rack Server,7737.76,2025-10-22,V003246
Cloud Compute Credit,128.36,2024-11-20,V003246
Cloud Compute Credit,395.89,2025-05-25,V003246
Cloud Compute Credit,396.93,2024-05-03,V003246
Enterprise Laptop,1226.94,2025-02-06,V003247
Enterprise Laptop,1095.62,2025-05-05,V003247
Enterprise Laptop,922.82,2025-12-07,V003247
Corporate Smartphone,788.52,2025-07-27,V003247
Corporate Smartphone,878.79,2024-12-13,V003247
Corporate Smartphone,808.32,2025-10-13,V003247
Corporate Smartphone,648.47,2025-03-01,V003247
Rack Server,5889.95,2026-04-23,V003247
Rack Server,8501.21,2024-06-26,V003247
Rack Server,6861.42,2026-01-24,V003247
Rack Server,9305.8,2025-01-09,V003247
Cloud Compute Credit,262.75,2025-07-20,V003247
Cloud Compute Credit,232.64,2024-10-15,V003247
Enterprise Laptop,1131.05,2024-05-28,V003248
Enterprise Laptop,933.5,2025-08-09,V003248
Corporate Smartphone,651.09,2024-05-16,V003248
Corporate Smartphone,684.43,2024-12-17,V003248
Corporate Smartphone,901.1,2025-04-18,V003248
Corporate Smartphone,708.42,2024-11-21,V003248
Rack Server,8197.31,2025-05-19,V003248
Rack Server,7450.1,2025-03-21,V003248
Rack Server,6551.57,2025-11-13,V003248
Rack Server,8308.15,2024-10-23,V003248
Cloud Compute Credit,308.37,2025-05-28,V003248
Cloud Compute Credit,230.83,2024-08-30,V003248
Enterprise Laptop,972.47,2026-02-18,V003249
Enterprise Laptop,1232.39,2024-05-19,V003249
Corporate Smartphone,1045.25,2025-09-16,V003249
Corporate Smartphone,763.19,2024-08-25,V003249
Rack Server,8743.52,2024-05-03,V003249
Rack Server,7940.53,2025-03-29,V003249
Cloud Compute Credit,166.26,2025-06-19,V003249
Cloud Compute Credit,169.07,2025-01-20,V003249
Cloud Compute Credit,304.66,2024-08-03,V003249
Cloud Compute Credit,361.18,2025-12-01,V003249
Enterprise Laptop,1344.6,2025-06-19,V003250
Enterprise Laptop,1203.17,2026-04-15,V003250
Enterprise Laptop,1396.16,2024-06-09,V003250
Enterprise Laptop,1155.43,2026-03-21,V003250
Corporate Smartphone,1144.36,2024-11-08,V003250
Corporate Smartphone,887.31,2025-07-30,V003250
Corporate Smartphone,1153.25,2026-04-30,V003250
Rack Server,9178.98,2025-03-12,V003250
Rack Server,10240.74,2024-08-01,V003250
Rack Server,7394.53,2025-12-27,V003250
Rack Server,8924.27,2025-08-03,V003250
Cloud Compute Credit,598.71,2026-02-28,V003250
Cloud Compute Credit,545.26,2024-07-19,V003250
Enterprise Laptop,1262.21,2024-08-30,V003251
Enterprise Laptop,1234.63,2024-06-13,V003251
Corporate Smartphone,770.54,2024-11-04,V003251
Corporate Smartphone,560.61,2025-11-08,V003251
Corporate Smartphone,1016.76,2025-01-19,V003251
Corporate Smartphone,644.9,2024-05-10,V003251
Rack Server,9487.36,2024-08-19,V003251
Rack Server,6169.53,2025-10-15,V003251
Rack Server,6800.33,2024-11-21,V003251
Cloud Compute Credit,468.43,2025-06-01,V003251
Cloud Compute Credit,154.47,2026-02-08,V003251
Cloud Compute Credit,117.98,2025-11-13,V003251
Enterprise Laptop,1545.19,2024-11-21,V003252
Enterprise Laptop,1536.69,2025-09-11,V003252
Corporate Smartphone,810.44,2024-09-01,V003252
Corporate Smartphone,926.62,2024-11-09,V003252
Corporate Smartphone,905.2,2025-01-03,V003252
Corporate Smartphone,909.41,2024-11-05,V003252
Rack Server,8312.72,2026-01-09,V003252
Rack Server,12542.87,2024-07-29,V003252
Cloud Compute Credit,560.76,2025-10-02,V003252
Cloud Compute Credit,308.1,2025-05-30,V003252
Enterprise Laptop,1293.87,2025-03-29,V003253
Enterprise Laptop,1210.87,2024-06-05,V003253
Corporate Smartphone,670.44,2025-10-26,V003253
Corporate Smartphone,1075.64,2025-03-18,V003253
Corporate Smartphone,934.27,2025-01-22,V003253
Corporate Smartphone,781.63,2025-08-28,V003253
Rack Server,9970.13,2025-06-01,V003253
Rack Server,6996.43,2025-06-15,V003253
Cloud Compute Credit,463.42,2025-08-18,V003253
Cloud Compute Credit,135.29,2025-10-06,V003253
Cloud Compute Credit,231.06,2026-04-19,V003253
Cloud Compute Credit,115.51,2024-10-10,V003253
Enterprise Laptop,1314.42,2024-10-18,V003254
Enterprise Laptop,1190.64,2024-11-25,V003254
Corporate Smartphone,1028.16,2024-06-28,V003254
Corporate Smartphone,974.02,2025-01-23,V003254
Corporate Smartphone,952.22,2026-02-28,V003254
Corporate Smartphone,1015.71,2025-07-22,V003254
Rack Server,7253.94,2024-09-11,V003254
Rack Server,10176.13,2024-08-07,V003254
Rack Server,6346.01,2026-02-17,V003254
Cloud Compute Credit,489.83,2025-09-26,V003254
Cloud Compute Credit,105.04,2025-09-01,V003254
Cloud Compute Credit,409.71,2025-11-05,V003254
Cloud Compute Credit,114.71,2025-08-10,V003254
Enterprise Laptop,1226.1,2024-07-06,V003255
Enterprise Laptop,1020.08,2025-10-24,V003255
Corporate Smartphone,1009.08,2025-11-27,V003255
Corporate Smartphone,930.39,2025-05-26,V003255
Corporate Smartphone,632.68,2026-02-15,V003255
Rack Server,9620.17,2025-05-28,V003255
Rack Server,9689.38,2025-10-29,V003255
Rack Server,11590.61,2024-10-26,V003255
Rack Server,8659.99,2025-12-04,V003255
Cloud Compute Credit,261.53,2025-08-11,V003255
Cloud Compute Credit,409.16,2024-11-20,V003255
Enterprise Laptop,1320.91,2026-03-28,V003256
Enterprise Laptop,1446.1,2025-11-28,V003256
Enterprise Laptop,1270.86,2026-02-18,V003256
Enterprise Laptop,1434.76,2025-10-19,V003256
Corporate Smartphone,1158.32,2024-09-03,V003256
Corporate Smartphone,1078.32,2024-06-13,V003256
Corporate Smartphone,998.92,2024-11-15,V003256
Corporate Smartphone,741.08,2025-04-22,V003256
Rack Server,9537.46,2026-03-19,V003256
Rack Server,9433.23,2025-08-17,V003256
Rack Server,8567.31,2024-12-11,V003256
Cloud Compute Credit,289.68,2024-06-23,V003256
Cloud Compute Credit,575.48,2025-03-31,V003256
Cloud Compute Credit,238.16,2025-12-26,V003256
Cloud Compute Credit,559.77,2025-03-11,V003256
Enterprise Laptop,1351.77,2026-01-27,V003257
Enterprise Laptop,1406.58,2026-03-18,V003257
Corporate Smartphone,661.08,2025-06-25,V003257
Corporate Smartphone,781.3,2025-03-25,V003257
Rack Server,10642.16,2025-09-01,V003257
Rack Server,11210.19,2025-02-27,V003257
Cloud Compute Credit,419.25,2024-11-21,V003257
Cloud Compute Credit,334.37,2024-10-29,V003257
Cloud Compute Credit,193.12,2026-01-21,V003257
Cloud Compute Credit,127.06,2025-02-05,V003257
Enterprise Laptop,1082.69,2025-02-17,V003258
Enterprise Laptop,1154.54,2024-11-13,V003258
Corporate Smartphone,620.5,2025-07-29,V003258
Corporate Smartphone,558.76,2024-12-22,V003258
Corporate Smartphone,653.36,2025-05-24,V003258
Rack Server,6016.49,2026-04-15,V003258
Rack Server,7522.92,2025-02-16,V003258
Cloud Compute Credit,232.46,2025-09-18,V003258
Cloud Compute Credit,415.35,2026-04-18,V003258
Enterprise Laptop,1329.76,2024-06-10,V003259
Enterprise Laptop,1152.54,2025-05-14,V003259
Corporate Smartphone,610.15,2024-08-01,V003259
Corporate Smartphone,701.71,2025-04-30,V003259
Corporate Smartphone,651.95,2025-01-15,V003259
Rack Server,7073.87,2025-01-05,V003259
Rack Server,7902.56,2024-05-30,V003259
Rack Server,7667.67,2025-02-10,V003259
Cloud Compute Credit,375.76,2025-01-12,V003259
Cloud Compute Credit,312.55,2025-10-17,V003259
Cloud Compute Credit,374.96,2025-06-10,V003259
Cloud Compute Credit,325.35,2025-05-10,V003259
Enterprise Laptop,1184.9,2024-11-06,V003260
Enterprise Laptop,1124.21,2026-04-19,V003260
Enterprise Laptop,1245.53,2025-11-04,V003260
Enterprise Laptop,1217.55,2026-02-26,V003260
Corporate Smartphone,713.02,2024-06-26,V003260
Corporate Smartphone,1025.12,2025-08-09,V003260
Corporate Smartphone,931.81,2025-11-27,V003260
Rack Server,7734.05,2025-06-07,V003260
Rack Server,7515.53,2026-04-02,V003260
Rack Server,7500.3,2024-06-30,V003260
Rack Server,8742.07,2025-06-19,V003260
Cloud Compute Credit,119.74,2025-11-05,V003260
Cloud Compute Credit,294.98,2024-08-20,V003260
Cloud Compute Credit,120.61,2025-12-29,V003260
Cloud Compute Credit,146.08,2024-05-16,V003260
Enterprise Laptop,1163.48,2025-10-14,V003261
Enterprise Laptop,1291.64,2025-03-28,V003261
Corporate Smartphone,1003.69,2025-06-14,V003261
Corporate Smartphone,899.65,2024-10-16,V003261
Corporate Smartphone,778.33,2025-03-28,V003261
Corporate Smartphone,683.66,2024-11-17,V003261
Rack Server,8186.62,2025-03-10,V003261
Rack Server,8873.14,2024-05-11,V003261
Rack Server,8510.43,2024-11-30,V003261
Cloud Compute Credit,301.63,2025-07-05,V003261
Cloud Compute Credit,133.41,2025-12-07,V003261
Cloud Compute Credit,166.47,2024-07-01,V003261
Cloud Compute Credit,184.15,2024-10-20,V003261
Enterprise Laptop,1067.38,2024-06-27,V003262
Enterprise Laptop,821.97,2025-12-26,V003262
Corporate Smartphone,553.51,2025-01-21,V003262
Corporate Smartphone,983.06,2025-01-08,V003262
Corporate Smartphone,797.35,2024-07-27,V003262
Corporate Smartphone,655.99,2025-10-14,V003262
Rack Server,9452.83,2025-01-06,V003262
Rack Server,6796.36,2025-08-06,V003262
Rack Server,5194.89,2026-04-10,V003262
Rack Server,6388.26,2026-03-31,V003262
Cloud Compute Credit,133.48,2024-10-15,V003262
Cloud Compute Credit,365.39,2024-11-29,V003262
Cloud Compute Credit,134.73,2024-06-06,V003262
Cloud Compute Credit,104.07,2024-05-14,V003262
Enterprise Laptop,1131.66,2025-05-21,V003263
Enterprise Laptop,1102.88,2025-03-26,V003263
Enterprise Laptop,1594.03,2024-06-01,V003263
Enterprise Laptop,1276.26,2025-03-09,V003263
Corporate Smartphone,847.34,2026-02-17,V003263
Corporate Smartphone,673.73,2024-07-07,V003263
Rack Server,10844.35,2024-06-21,V003263
Rack Server,9351.63,2025-07-21,V003263
Cloud Compute Credit,248.98,2025-06-15,V003263
Cloud Compute Credit,136.62,2025-07-19,V003263
Enterprise Laptop,1172.23,2026-02-23,V003264
Enterprise Laptop,1098.23,2025-12-25,V003264
Enterprise Laptop,1224.6,2024-11-16,V003264
Enterprise Laptop,1015.43,2026-01-26,V003264
Corporate Smartphone,1003.48,2026-03-13,V003264
Corporate Smartphone,925.12,2026-01-29,V003264
Corporate Smartphone,919.96,2025-11-16,V003264
Corporate Smartphone,826.4,2024-10-17,V003264
Rack Server,10878.54,2024-06-30,V003264
Rack Server,9254.86,2024-07-14,V003264
Cloud Compute Credit,232.36,2024-11-29,V003264
Cloud Compute Credit,167.99,2024-09-29,V003264
Cloud Compute Credit,237.61,2026-04-20,V003264
Enterprise Laptop,1031.11,2025-12-30,V003265
Enterprise Laptop,1221.64,2025-11-26,V003265
Enterprise Laptop,989.22,2025-12-19,V003265
Corporate Smartphone,985.41,2024-06-27,V003265
Corporate Smartphone,975.12,2024-11-20,V003265
Corporate Smartphone,823.14,2025-02-26,V003265
Corporate Smartphone,628.53,2025-02-08,V003265
Rack Server,9794.51,2024-11-24,V003265
Rack Server,6408.86,2025-09-05,V003265
Cloud Compute Credit,265.38,2026-01-26,V003265
Cloud Compute Credit,146.81,2024-08-21,V003265
Cloud Compute Credit,104.39,2025-03-14,V003265
Cloud Compute Credit,309.57,2025-10-14,V003265
Enterprise Laptop,1233.25,2026-01-21,V003266
Enterprise Laptop,1049.37,2026-03-29,V003266
Enterprise Laptop,1320.85,2024-11-16,V003266
Corporate Smartphone,1103.38,2025-01-04,V003266
Corporate Smartphone,1228.17,2024-07-29,V003266
Corporate Smartphone,688.15,2024-05-21,V003266
Rack Server,7924.82,2025-03-21,V003266
Rack Server,7766.26,2026-04-30,V003266
Rack Server,7198.82,2026-02-03,V003266
Rack Server,6664.06,2026-01-16,V003266
Cloud Compute Credit,266.64,2024-07-22,V003266
Cloud Compute Credit,537.92,2025-07-08,V003266
Cloud Compute Credit,386.7,2026-03-28,V003266
Cloud Compute Credit,468.08,2024-08-10,V003266
Enterprise Laptop,1290.86,2026-02-01,V003267
Enterprise Laptop,1548.8,2025-03-24,V003267
Enterprise Laptop,1180.61,2025-10-15,V003267
Corporate Smartphone,1060.5,2025-09-20,V003267
Corporate Smartphone,785.0,2025-04-24,V003267
Corporate Smartphone,1147.11,2025-11-12,V003267
Corporate Smartphone,843.02,2024-09-01,V003267
Rack Server,9720.99,2026-02-27,V003267
Rack Server,9418.7,2025-06-22,V003267
Cloud Compute Credit,313.65,2024-07-28,V003267
Cloud Compute Credit,268.19,2025-03-26,V003267
Cloud Compute Credit,213.65,2025-10-19,V003267
Cloud Compute Credit,442.51,2024-07-02,V003267
Enterprise Laptop,1127.63,2025-12-17,V003268
Enterprise Laptop,1145.54,2025-05-19,V003268
Enterprise Laptop,1111.08,2025-03-03,V003268
Enterprise Laptop,1086.2,2025-02-05,V003268
Corporate Smartphone,662.86,2025-09-29,V003268
Corporate Smartphone,976.84,2026-02-05,V003268
Rack Server,5579.68,2026-01-12,V003268
Rack Server,9377.18,2024-06-30,V003268
Rack Server,9023.85,2024-05-03,V003268
Cloud Compute Credit,275.52,2025-04-11,V003268
Cloud Compute Credit,152.05,2025-04-18,V003268
Cloud Compute Credit,323.02,2025-03-06,V003268
Cloud Compute Credit,146.56,2025-09-20,V003268
Enterprise Laptop,1293.74,2024-08-16,V003269
Enterprise Laptop,1262.31,2025-05-29,V003269
Enterprise Laptop,1235.18,2025-11-13,V003269
Enterprise Laptop,1089.2,2025-09-11,V003269
Corporate Smartphone,625.43,2025-08-19,V003269
Corporate Smartphone,541.17,2026-01-05,V003269
Rack Server,8788.4,2025-02-22,V003269
Rack Server,8067.88,2026-03-01,V003269
Rack Server,7148.89,2024-11-27,V003269
Rack Server,7073.3,2024-11-11,V003269
Cloud Compute Credit,421.87,2025-07-27,V003269
Cloud Compute Credit,269.79,2024-06-30,V003269
Cloud Compute Credit,440.72,2025-08-22,V003269
Cloud Compute Credit,315.15,2024-06-05,V003269
Enterprise Laptop,1293.79,2025-01-18,V003270
Enterprise Laptop,1549.9,2024-12-04,V003270
Enterprise Laptop,1262.58,2025-01-31,V003270
Enterprise Laptop,1497.31,2025-08-10,V003270
Corporate Smartphone,645.44,2025-08-28,V003270
Corporate Smartphone,768.92,2024-08-31,V003270
Corporate Smartphone,723.62,2025-09-15,V003270
Corporate Smartphone,1112.58,2025-04-27,V003270
Rack Server,10940.63,2024-06-10,V003270
Rack Server,7938.17,2025-04-13,V003270
Rack Server,9571.03,2024-11-16,V003270
Rack Server,8527.63,2024-11-15,V003270
Cloud Compute Credit,528.12,2025-09-23,V003270
Cloud Compute Credit,519.79,2025-03-02,V003270
Cloud Compute Credit,349.15,2024-06-13,V003270
Cloud Compute Credit,382.68,2025-03-19,V003270
Enterprise Laptop,1194.23,2026-01-05,V003271
Enterprise Laptop,1060.85,2025-04-23,V003271
Enterprise Laptop,1329.48,2025-01-18,V003271
Corporate Smartphone,777.63,2024-05-07,V003271
Corporate Smartphone,989.22,2025-04-21,V003271
Corporate Smartphone,658.41,2024-12-07,V003271
Corporate Smartphone,728.16,2025-11-24,V003271
Rack Server,7737.97,2025-12-12,V003271
Rack Server,5582.6,2025-12-12,V003271
Cloud Compute Credit,438.56,2024-12-26,V003271
Cloud Compute Credit,353.15,2024-09-05,V003271
Cloud Compute Credit,414.67,2024-12-15,V003271
Enterprise Laptop,1415.43,2024-08-09,V003272
Enterprise Laptop,1628.76,2024-05-04,V003272
Enterprise Laptop,1065.71,2026-04-12,V003272
Enterprise Laptop,1444.99,2024-12-26,V003272
Corporate Smartphone,1215.89,2024-07-20,V003272
Corporate Smartphone,639.96,2026-03-27,V003272
Corporate Smartphone,752.36,2026-04-01,V003272
Rack Server,6589.91,2026-04-03,V003272
Rack Server,9464.4,2024-12-08,V003272
Rack Server,6230.63,2026-04-11,V003272
Rack Server,8247.65,2025-04-11,V003272
Cloud Compute Credit,345.78,2025-02-28,V003272
Cloud Compute Credit,413.95,2024-08-21,V003272
Cloud Compute Credit,165.36,2025-01-12,V003272
Enterprise Laptop,909.21,2025-12-28,V003273
Enterprise Laptop,1366.78,2024-05-24,V003273
Enterprise Laptop,1374.69,2024-07-31,V003273
Enterprise Laptop,916.31,2025-04-29,V003273
Corporate Smartphone,605.31,2026-04-12,V003273
Corporate Smartphone,558.21,2026-02-18,V003273
Corporate Smartphone,904.48,2025-05-14,V003273
Rack Server,6653.83,2025-07-07,V003273
Rack Server,7779.05,2025-03-07,V003273
Cloud Compute Credit,303.72,2025-07-30,V003273
Cloud Compute Credit,377.25,2024-10-14,V003273
Cloud Compute Credit,389.66,2024-11-13,V003273
Cloud Compute Credit,241.93,2026-03-02,V003273
Enterprise Laptop,948.86,2025-02-23,V003274
Enterprise Laptop,835.87,2026-02-14,V003274
Corporate Smartphone,945.42,2025-06-14,V003274
Corporate Smartphone,551.41,2025-11-02,V003274
Rack Server,7727.95,2025-04-21,V003274
Rack Server,9898.58,2024-08-20,V003274
Rack Server,8983.01,2024-09-25,V003274
Rack Server,8403.39,2025-03-04,V003274
Cloud Compute Credit,189.18,2025-03-28,V003274
Cloud Compute Credit,386.79,2024-06-28,V003274
Enterprise Laptop,1158.1,2025-07-29,V003275
Enterprise Laptop,1067.4,2025-11-08,V003275
Corporate Smartphone,826.32,2026-01-14,V003275
Corporate Smartphone,933.92,2024-09-01,V003275
Corporate Smartphone,950.96,2025-03-12,V003275
Rack Server,8716.94,2024-12-04,V003275
Rack Server,5637.13,2026-03-30,V003275
Rack Server,9766.28,2024-06-10,V003275
Cloud Compute Credit,461.36,2025-04-09,V003275
Cloud Compute Credit,286.72,2026-03-09,V003275
Enterprise Laptop,1143.63,2025-07-11,V003276
Enterprise Laptop,944.63,2024-12-20,V003276
Enterprise Laptop,1155.77,2025-03-30,V003276
Corporate Smartphone,959.14,2024-06-30,V003276
Corporate Smartphone,812.92,2025-01-02,V003276
Corporate Smartphone,779.77,2025-05-28,V003276
Rack Server,9586.3,2024-07-07,V003276
Rack Server,6037.66,2026-01-02,V003276
Rack Server,8278.15,2025-06-23,V003276
Rack Server,6921.34,2025-12-12,V003276
Cloud Compute Credit,414.8,2025-02-28,V003276
Cloud Compute Credit,137.54,2024-10-13,V003276
Enterprise Laptop,1070.5,2026-02-21,V003277
Enterprise Laptop,1062.63,2024-11-09,V003277
Corporate Smartphone,583.7,2025-02-05,V003277
Corporate Smartphone,928.58,2025-08-28,V003277
Rack Server,7934.94,2024-10-21,V003277
Rack Server,7123.21,2025-01-16,V003277
Cloud Compute Credit,337.9,2025-11-16,V003277
Cloud Compute Credit,465.91,2026-01-10,V003277
Enterprise Laptop,1026.16,2025-12-09,V003278
Enterprise Laptop,1090.22,2024-08-15,V003278
Enterprise Laptop,1191.38,2024-09-20,V003278
Enterprise Laptop,1225.6,2025-12-23,V003278
Corporate Smartphone,774.75,2025-04-18,V003278
Corporate Smartphone,658.08,2025-02-01,V003278
Corporate Smartphone,550.75,2025-09-10,V003278
Corporate Smartphone,729.6,2024-10-26,V003278
Rack Server,8656.89,2025-03-06,V003278
Rack Server,7950.97,2026-02-26,V003278
Rack Server,7985.68,2024-05-28,V003278
Cloud Compute Credit,108.33,2024-05-05,V003278
Cloud Compute Credit,308.0,2025-04-06,V003278
Cloud Compute Credit,237.76,2026-02-25,V003278
Enterprise Laptop,1218.23,2024-05-13,V003279
Enterprise Laptop,1222.41,2025-05-07,V003279
Enterprise Laptop,1328.18,2025-01-19,V003279
Enterprise Laptop,1179.12,2024-08-10,V003279
Corporate Smartphone,817.24,2026-02-03,V003279
Corporate Smartphone,988.63,2025-03-07,V003279
Rack Server,8644.31,2025-05-14,V003279
Rack Server,9304.25,2024-06-24,V003279
Cloud Compute Credit,245.57,2024-11-01,V003279
Cloud Compute Credit,205.4,2026-02-25,V003279
Enterprise Laptop,1177.03,2024-05-22,V003280
Enterprise Laptop,1076.55,2024-10-20,V003280
Enterprise Laptop,1161.4,2025-07-23,V003280
Corporate Smartphone,772.94,2024-09-23,V003280
Corporate Smartphone,546.09,2025-05-23,V003280
Corporate Smartphone,595.34,2025-02-28,V003280
Corporate Smartphone,753.67,2025-11-11,V003280
Rack Server,8351.44,2025-08-27,V003280
Rack Server,6363.24,2025-06-10,V003280
Rack Server,8910.6,2025-03-16,V003280
Rack Server,9520.15,2024-06-18,V003280
Cloud Compute Credit,365.33,2025-12-25,V003280
Cloud Compute Credit,233.28,2026-02-03,V003280
Cloud Compute Credit,468.03,2025-08-22,V003280
Cloud Compute Credit,441.44,2026-01-29,V003280
Enterprise Laptop,1487.41,2024-11-28,V003281
Enterprise Laptop,1095.89,2024-12-10,V003281
Enterprise Laptop,1247.48,2024-07-19,V003281
Enterprise Laptop,1457.4,2025-02-02,V003281
Corporate Smartphone,770.58,2025-03-28,V003281
Corporate Smartphone,997.2,2025-07-18,V003281
Corporate Smartphone,1102.95,2025-07-13,V003281
Rack Server,9899.47,2025-05-17,V003281
Rack Server,7350.7,2025-11-20,V003281
Rack Server,8828.52,2026-04-12,V003281
Rack Server,7330.47,2026-01-10,V003281
Cloud Compute Credit,382.96,2025-12-08,V003281
Cloud Compute Credit,112.34,2025-08-22,V003281
Enterprise Laptop,1238.01,2025-10-01,V003282
Enterprise Laptop,1046.71,2025-11-01,V003282
Enterprise Laptop,1010.84,2024-10-03,V003282
Enterprise Laptop,1008.9,2024-10-19,V003282
Corporate Smartphone,632.18,2025-03-07,V003282
